KCP SUGAR & INDUSTRIES CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 180.09 , 249.69 , 205.67 , 327.95 , 416.78 , 339.40 , 394.51 , 372.46 , 406.69 , 325.12 , 330.37 , 330.37 , 304.49 
Expenses, 152.74 , 205.67 , 184.73 , 287.63 , 348.57 , 297.36 , 416.46 , 355.60 , 350.22 , 366.88 , 377.35 , 308.43 , 304.49 
Operating Profit, 27.35 , 44.02 , 20.94 , 40.32 , 68.21 , 42.04 , (21.95), 16.86 , 56.47 , (41.76), (46.98), 21.94 , -   
Other Income, 5.35 , 4.10 , 8.30 , 8.61 , 3.96 , 6.91 , 8.94 , 9.02 , 33.88 , 57.76 , 11.32 , -   , -   
Depreciation, 10.85 , 10.62 , 10.95 , 10.83 , 10.87 , 11.09 , 10.31 , 10.26 , 9.18 , 8.94 , 8.96 , 8.96 , 8.96 
Interest, 3.60 , 3.19 , 5.01 , 6.34 , 5.68 , 4.55 , 4.21 , 6.84 , 11.28 , 14.41 , 17.50 , 17.50 , 17.50 
Profit before tax, 18.25 , 34.31 , 13.28 , 31.76 , 55.61 , 33.28 , (27.54), 8.78 , 69.89 , (7.35), (62.12), (4.52), (26.46)
Tax, 6.92 , 10.57 , 1.45 , 5.33 , 16.85 , 5.62 , (11.37), 0.02 , 15.00 , (15.71), (7.19),0%,0%
Net profit, 11.33 , 23.74 , 11.83 , 26.43 , 38.76 , 27.66 , (16.17), 8.76 , 54.89 , 8.37 , (54.92), (4.52), (26.46)
EPS, 1.00 , 2.09 , 1.04 , 2.33 , 3.42 , 2.44 , (1.43), 0.77 , 4.84 , 0.74 , (4.84), (0.40), (2.33)
Price to earning, 16.48 , 10.48 , 16.75 , 7.02 , 5.48 , 7.78 , (13.23), 35.66 , 7.76 , 34.16 , -   , 25.86 , -   
Price, 16.47 , 21.95 , 17.47 , 16.37 , 18.75 , 18.98 , 18.87 , 27.55 , 37.55 , 25.22 , 16.80 , (10.31), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,70.08%,35.85%,43.11%,30.04%,29.26%,34.85%,0.00%,32.31%,18.60%,13.50%,,,
OPM,15.19%,17.63%,10.18%,12.29%,16.37%,12.39%,0.00%,4.53%,13.89%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.78%,6.76%,-4.85%,-6.24%,1.61%,1.61%,-6.24%
,,,,,,OPM,9.83%,8.67%,6.28%,6.64%,0.00%,6.64%,0.00%
,,,,,,Price to Earning, 15.73 , 16.31 , 21.34 , 25.86 , -   , 25.86 , -   
