DHANUKA AGRITECH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.18 , 9.18 , 10.00 , 10.00 , 10.00 , 10.00 , 2.71 , 10.00 , 9.82 , 9.82 
Reserves, 59.10 , 87.94 , 160.47 , 204.59 , 252.76 , 322.49 , 402.28 , 470.44 , 511.90 , 623.54 
Borrowings, 52.28 , 57.70 , 60.20 , 46.00 , 33.67 , 39.41 , 16.11 , 7.69 , 7.89 , 4.72 
Other Liabilities, 118.19 , 141.15 , 126.95 , 135.06 , 124.04 , 145.40 , 172.87 , 168.87 , 185.40 , 185.12 
Total, 238.75 , 295.97 , 357.62 , 395.65 , 420.47 , 517.30 , 593.97 , 657.00 , 715.01 , 823.20 
,,,,,,,,,,
Net Block, 24.39 , 38.23 , 38.29 , 39.05 , 62.56 , 67.06 , 70.15 , 133.35 , 137.84 , 130.93 
Capital Work in Progress, 0.56 , 0.41 , 0.78 , 0.28 , 1.31 , 22.26 , 38.49 , 0.05 , 0.44 , 0.08 
Investments, -   , 0.01 , -   , 15.27 , 8.21 , 1.00 , 46.95 , 92.14 , 66.40 , 181.99 
Other Assets, 213.80 , 257.32 , 318.55 , 341.05 , 348.39 , 426.98 , 438.38 , 431.46 , 510.33 , 510.20 
Total, 238.75 , 295.97 , 357.62 , 395.65 , 420.47 , 517.30 , 593.97 , 657.00 , 715.01 , 823.20 
,,,,,,,,,,
Working Capital, 95.61 , 116.17 , 191.60 , 205.99 , 224.35 , 281.58 , 265.51 , 262.59 , 324.93 , 325.08 
Debtors, 74.68 , 95.58 , 137.71 , 151.19 , 150.72 , 170.33 , 193.86 , 185.76 , 183.84 , 207.97 
Inventory, 93.60 , 111.31 , 141.87 , 138.76 , 159.87 , 211.33 , 191.66 , 172.56 , 264.47 , 204.99 
,,,,,,,,,,
Debtor Days, 80.97 , 85.61 , 102.37 , 104.28 , 94.47 , 84.20 , 90.13 , 81.81 , 75.96 , 78.86 
Inventory Turnover, 3.60 , 3.66 , 3.46 , 3.81 , 3.64 , 3.49 , 4.10 , 4.80 , 3.34 , 4.70 
,,,,,,,,,,
Return on Equity,34%,37%,30%,27%,25%,28%,26%,22%,23%,20%
Return on Capital Emp,,41%,38%,31%,30%,36%,33%,32%,34%,29%
,,,,,,,,,,
