INDIAN BANK,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 429.77 , 429.77 , 429.77 , 429.77 , 429.77 , 464.85 , 480.29 , 480.29 , 480.29 , 480.29 
Reserves," 6,306.14 "," 7,442.34 "," 8,691.33 "," 9,971.67 "," 11,142.66 "," 13,406.19 "," 14,615.18 "," 15,779.49 "," 16,681.72 "," 17,968.13 "
Borrowings," 73,412.61 "," 89,185.02 "," 1,07,904.55 "," 1,25,676.66 "," 1,44,842.72 "," 1,67,238.69 "," 1,71,871.36 "," 1,81,795.16 "," 1,95,146.17 "," 2,28,054.39 "
Other Liabilities," 3,905.31 "," 4,332.19 "," 4,692.65 "," 5,341.10 "," 6,407.45 "," 6,116.49 "," 5,869.15 "," 5,655.45 "," 5,924.97 "," 6,213.01 "
Total," 84,053.83 "," 1,01,389.32 "," 1,21,718.30 "," 1,41,419.20 "," 1,62,822.60 "," 1,87,226.22 "," 1,92,835.98 "," 2,03,710.39 "," 2,18,233.15 "," 2,52,715.82 "
,,,,,,,,,,
Net Block," 1,589.65 "," 1,557.55 "," 1,550.73 "," 1,625.42 "," 1,689.99 "," 2,929.40 "," 2,963.49 "," 3,503.17 "," 3,431.97 "," 3,417.74 "
Capital Work in Progress, 4.57 , 22.00 , 55.31 , 5.27 , 0.52 , 2.78 , 5.24 , 7.90 , 10.64 , 0.61 
Investments," 22,800.57 "," 28,268.33 "," 34,783.76 "," 37,976.03 "," 41,804.98 "," 46,809.94 "," 45,728.32 "," 53,089.31 "," 67,551.79 "," 71,397.77 "
Other Assets," 59,659.04 "," 71,541.44 "," 85,328.50 "," 1,01,812.48 "," 1,19,327.11 "," 1,37,484.10 "," 1,44,138.93 "," 1,47,110.01 "," 1,47,238.75 "," 1,77,899.70 "
Total," 84,053.83 "," 1,01,389.32 "," 1,21,718.30 "," 1,41,419.20 "," 1,62,822.60 "," 1,87,226.22 "," 1,92,835.98 "," 2,03,710.39 "," 2,18,233.15 "," 2,52,715.82 "
,,,,,,,,,,
Working Capital," 55,753.73 "," 67,209.25 "," 80,635.85 "," 96,471.38 "," 1,12,919.66 "," 1,31,367.61 "," 1,38,269.78 "," 1,41,454.56 "," 1,41,313.78 "," 1,71,686.69 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,18%,20%,19%,17%,14%,8%,7%,4%,8%,7%
Return on Capital Emp,,8%,7%,8%,8%,7%,7%,7%,6%,5%
,,,,,,,,,,
