DEEP INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.00 , 21.25 , 23.50 , 24.88 , 26.25 , 26.25 , 29.20 , 29.20 , 32.00 , 32.00 
Reserves, 57.77 , 80.90 , 102.24 , 124.00 , 145.71 , 158.29 , 190.42 , 223.74 , 354.33 , 423.46 
Borrowings, 60.50 , 44.92 , 39.72 , 101.40 , 87.49 , 111.77 , 114.12 , 264.56 , 272.22 , 231.14 
Other Liabilities, 16.65 , 31.29 , 28.55 , 62.37 , 40.81 , 62.28 , 50.26 , 106.24 , 75.31 , 103.55 
Total, 154.92 , 178.36 , 194.01 , 312.65 , 300.26 , 358.59 , 384.00 , 623.74 , 733.86 , 790.15 
,,,,,,,,,,
Net Block, 96.26 , 102.14 , 107.05 , 140.54 , 197.35 , 237.80 , 270.87 , 373.34 , 518.63 , 509.33 
Capital Work in Progress, 13.53 , 23.78 , 35.41 , 96.07 , 49.83 , 51.46 , 50.00 , 102.26 , 45.42 , 13.23 
Investments, 14.89 , 12.06 , 4.87 , 5.06 , 4.00 , 4.44 , 1.33 , 17.37 , 46.83 , 110.83 
Other Assets, 30.24 , 40.38 , 46.68 , 70.98 , 49.08 , 64.89 , 61.80 , 130.77 , 122.98 , 156.76 
Total, 154.92 , 178.36 , 194.01 , 312.65 , 300.26 , 358.59 , 384.00 , 623.74 , 733.86 , 790.15 
,,,,,,,,,,
Working Capital, 13.59 , 9.09 , 18.13 , 8.61 , 8.27 , 2.61 , 11.54 , 24.53 , 47.67 , 53.21 
Debtors, 12.47 , 13.31 , 12.97 , 22.02 , 13.60 , 16.67 , 26.03 , 55.58 , 66.47 , 84.82 
Inventory, 2.66 , 2.02 , 3.32 , 4.32 , 4.76 , 4.05 , 5.87 , 6.32 , 10.56 , 10.97 
,,,,,,,,,,
Debtor Days, 135.87 , 87.79 , 102.31 , 132.98 , 76.26 , 67.03 , 93.84 , 119.99 , 87.47 , 103.03 
Inventory Turnover, 12.59 , 27.40 , 13.94 , 13.99 , 13.67 , 22.41 , 17.25 , 26.75 , 26.27 , 27.39 
,,,,,,,,,,
Return on Equity,10%,14%,9%,8%,7%,11%,10%,16%,19%,17%
Return on Capital Emp,,18%,14%,11%,11%,15%,14%,18%,22%,19%
,,,,,,,,,,
