BIOCON LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 912.37 ," 1,163.08 "," 1,561.10 "," 1,555.80 "," 1,938.00 "," 2,202.50 "," 2,241.60 "," 2,301.80 "," 2,587.90 "," 2,419.20 "," 2,884.70 "," 2,884.70 "," 2,493.46 "
Expenses, 696.25 , 868.13 ," 1,009.60 "," 1,222.30 "," 1,537.40 "," 1,733.30 "," 1,815.00 "," 1,880.00 "," 1,996.10 "," 2,101.00 "," 2,527.40 "," 2,359.06 "," 2,184.62 "
Operating Profit, 216.12 , 294.95 , 551.50 , 333.50 , 400.60 , 469.20 , 426.60 , 421.80 , 591.80 , 318.20 , 357.30 , 525.64 , 308.84 
Other Income, (22.43), 63.00 , 56.90 , 66.60 , 38.60 , 60.60 , 128.70 , 279.20 , 98.80 , 124.70 , 344.50 , -   , -   
Depreciation, 74.28 , 79.73 , 90.20 , 94.00 , 95.10 , 124.40 , 128.10 , 139.70 , 150.60 , 136.10 , 147.10 , 147.10 , 147.10 
Interest, 4.94 , 1.99 , 1.00 , 1.70 , 1.20 , 0.90 , 0.80 , 1.90 , 3.80 , 1.00 , 2.60 , 2.60 , 2.60 
Profit before tax, 114.47 , 276.23 , 517.20 , 304.40 , 347.00 , 408.60 , 428.30 , 559.40 , 536.20 , 305.80 , 552.10 , 375.94 , 159.14 
Tax, 2.67 , 27.87 , 57.90 , 48.90 , 71.30 , 84.20 , 67.10 , 190.80 , 16.90 , 67.30 , 59.40 ,11%,11%
Net profit, 111.80 , 248.36 , 459.30 , 255.50 , 275.70 , 324.40 , 361.20 , 368.60 , 519.30 , 238.50 , 492.70 , 335.49 , 142.02 
EPS, 1.86 , 4.14 , 7.66 , 4.26 , 4.60 , 5.41 , 6.02 , 6.14 , 8.66 , 3.98 , 8.21 , 5.59 , 2.37 
Price to earning, 26.78 , 24.13 , 16.05 , 18.65 , 20.68 , 27.88 , 25.57 , 29.52 , 42.89 , 158.04 , 67.09 , 74.38 , 41.57 
Price, 49.89 , 99.90 , 122.90 , 79.43 , 95.02 , 150.73 , 153.93 , 181.33 , 371.20 , 628.22 , 550.90 , 415.92 , 98.40 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,53.67%,28.18%,19.60%,39.14%,54.41%,30.83%,27.69%,27.13%,11.55%,25.16%,,,
OPM,23.69%,25.36%,35.33%,21.44%,20.67%,21.30%,19.03%,18.32%,22.87%,13.15%,12.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.44%,6.46%,4.54%,2.57%,19.24%,19.24%,2.57%
,,,,,,OPM,21.31%,19.43%,18.95%,18.22%,12.39%,18.22%,12.39%
,,,,,,Price to Earning, 41.57 , 48.79 , 58.50 , 74.38 , 67.09 , 74.38 , 41.57 
