FINEOTEX CHEMICAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 25.27 , 20.75 , 28.24 , 33.32 , 40.69 , 53.46 , 64.99 , 68.48 , 74.65 , 90.07 , 112.63 , 112.63 , 103.01 
Expenses, 20.23 , 15.95 , 22.17 , 27.61 , 35.22 , 48.63 , 53.73 , 49.84 , 56.12 , 66.42 , 86.87 , 83.26 , 81.70 
Operating Profit, 5.04 , 4.80 , 6.07 , 5.71 , 5.47 , 4.83 , 11.26 , 18.64 , 18.53 , 23.65 , 25.76 , 29.37 , 21.32 
Other Income, (0.13), 0.71 , 0.40 , 2.21 , 2.50 , 3.75 , 4.81 , 4.12 , 10.12 , 7.50 , 0.67 , -   , -   
Depreciation, 0.09 , 0.13 , 0.13 , 0.17 , 0.20 , 0.21 , 0.44 , 0.52 , 0.59 , 0.60 , 0.94 , 0.94 , 0.94 
Interest, 0.04 , 0.02 , 0.01 , 0.29 , 0.40 , 0.34 , 0.22 , 0.27 , 0.28 , 0.39 , 0.57 , 0.57 , 0.57 
Profit before tax, 4.78 , 5.36 , 6.33 , 7.47 , 7.34 , 8.03 , 15.41 , 21.99 , 27.79 , 30.15 , 24.92 , 27.86 , 19.81 
Tax, 1.90 , 1.86 , 2.08 , 2.33 , 1.91 , 2.22 , 4.21 , 6.85 , 6.66 , 8.86 , 6.94 ,28%,28%
Net profit, 2.88 , 3.50 , 4.25 , 5.14 , 5.43 , 5.81 , 11.20 , 15.13 , 21.12 , 21.28 , 18.01 , 20.10 , 14.29 
EPS, 0.62 , 0.76 , 0.63 , 0.76 , 0.81 , 0.86 , 1.00 , 1.35 , 1.90 , 1.91 , 1.62 , 1.81 , 1.28 
Price to earning,  ,  , 32.02 , 6.69 , 2.23 , 3.71 , 25.20 , 23.48 , 19.09 , 40.88 , 24.75 , 27.05 , 18.25 
Price, -   , -   , 20.20 , 5.10 , 1.79 , 3.20 , 25.13 , 31.63 , 36.22 , 78.16 , 40.05 , 48.86 , 23.44 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,24.31%,20.00%,13.18%,10.89%,10.31%,9.64%,10.00%,14.87%,5.26%,10.48%,,,
OPM,19.94%,23.13%,21.49%,17.14%,13.44%,9.03%,17.33%,27.22%,24.82%,26.26%,22.87%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.17%,18.02%,17.22%,11.49%,25.05%,25.05%,11.49%
,,,,,,OPM,20.80%,20.69%,21.87%,26.08%,22.87%,26.08%,20.69%
,,,,,,Price to Earning, 19.78 , 18.25 , 22.85 , 27.05 , 24.75 , 27.05 , 18.25 
