KIRLOSKAR ELECTRIC COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 50.52 , 50.52 , 50.52 , 50.52 , 50.52 , 50.52 , 53.18 , 55.73 , 66.41 , 66.41 
Reserves, 91.69 , 129.28 , 131.39 , 140.96 , 145.12 , 104.11 , (20.89), (46.80), 212.45 , 136.76 
Borrowings, 146.80 , 140.23 , 160.51 , 155.33 , 184.66 , 210.30 , 212.59 , 223.12 , 214.10 , 222.15 
Other Liabilities, 335.57 , 311.61 , 369.86 , 338.31 , 340.47 , 392.09 , 341.69 , 355.78 , 380.13 , 334.03 
Total, 624.58 , 631.64 , 712.28 , 685.12 , 720.77 , 757.02 , 586.57 , 587.83 , 873.09 , 759.35 
,,,,,,,,,,
Net Block, 160.42 , 168.55 , 161.42 , 144.84 , 130.54 , 119.57 , 89.52 , 84.73 , 409.41 , 399.88 
Capital Work in Progress, 9.32 , 7.32 , 2.04 , 3.95 , 4.29 , 1.66 , 1.66 , 0.14 , -   , 0.08 
Investments, 65.09 , 85.79 , 108.34 , 127.04 , 155.14 , 191.42 , 65.34 , 65.36 , 67.39 , 70.53 
Other Assets, 389.75 , 369.98 , 440.48 , 409.29 , 430.80 , 444.37 , 430.05 , 437.60 , 396.29 , 288.86 
Total, 624.58 , 631.64 , 712.28 , 685.12 , 720.77 , 757.02 , 586.57 , 587.83 , 873.09 , 759.35 
,,,,,,,,,,
Working Capital, 54.18 , 58.37 , 70.62 , 70.98 , 90.33 , 52.28 , 88.36 , 81.82 , 16.16 , (45.17)
Debtors, 189.58 , 200.05 , 195.74 , 187.44 , 195.13 , 156.64 , 82.73 , 104.50 , 112.98 , 39.36 
Inventory, 74.53 , 91.22 , 116.17 , 131.75 , 135.00 , 154.67 , 92.94 , 97.11 , 75.64 , 54.73 
,,,,,,,,,,
Debtor Days, 79.96 , 86.94 , 86.72 , 78.48 , 88.81 , 84.10 , 59.11 , 69.63 , 72.16 , 38.80 
Inventory Turnover, 11.61 , 9.21 , 7.09 , 6.62 , 5.94 , 4.40 , 5.50 , 5.64 , 7.56 , 6.76 
,,,,,,,,,,
Return on Equity,21%,21%,1%,5%,2%,-27%,-402%,-349%,-10%,-38%
Return on Capital Emp,,26%,10%,14%,11%,0%,-28%,4%,1%,-10%
,,,,,,,,,,
