JUST DIAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.86 , 0.86 , 51.91 , 51.91 , 69.50 , 70.15 , 70.49 , 69.47 , 69.54 , 67.39 
Reserves, 43.91 , 64.64 , 43.31 , 54.17 , 355.63 , 464.30 , 602.82 , 669.93 , 797.91 , 869.71 
Borrowings, -   , 0.32 , 0.15 , 0.15 , -   , -   , -   , -   , -   , -   
Other Liabilities, 52.91 , 60.58 , 96.77 , 142.55 , 184.52 , 232.88 , 294.79 , 324.47 , 398.20 , 473.26 
Total, 97.68 , 126.40 , 192.14 , 248.78 , 609.65 , 767.33 , 968.10 ," 1,063.87 "," 1,265.65 "," 1,410.36 "
,,,,,,,,,,
Net Block, 14.19 , 18.83 , 27.19 , 34.84 , 60.77 , 52.80 , 92.15 , 138.82 , 156.07 , 148.90 
Capital Work in Progress, -   , -   , -   , 1.19 , 1.56 , 1.14 , -   , 8.59 , 8.59 , -   
Investments, 41.62 , 80.76 , 118.22 , 156.80 , 485.79 , 625.70 , 772.62 , 795.73 , 964.70 ," 1,143.09 "
Other Assets, 41.87 , 26.81 , 46.73 , 55.95 , 61.53 , 87.69 , 103.33 , 120.73 , 136.29 , 118.37 
Total, 97.68 , 126.40 , 192.14 , 248.78 , 609.65 , 767.33 , 968.10 ," 1,063.87 "," 1,265.65 "," 1,410.36 "
,,,,,,,,,,
Working Capital, (11.04), (33.77), (50.04), (86.60), (122.99), (145.19), (191.46), (203.74), (261.91), (354.89)
Debtors, 0.07 , 0.04 , 0.06 , -   , 0.89 , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 0.30 , 0.11 , 0.12 , -   , 0.90 , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,17%,30%,30%,48%,16%,23%,21%,19%,14%,15%
Return on Capital Emp,,53%,53%,72%,37%,34%,32%,27%,19%,21%
,,,,,,,,,,
