BALAJI TELEFILMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 13.04 , 13.04 , 13.04 , 13.04 , 13.04 , 13.04 , 13.04 , 15.19 , 15.19 , 20.23 
Reserves, 375.84 , 388.74 , 383.82 , 393.91 , 404.19 , 411.16 , 416.95 , 608.06 , 559.98 , 963.08 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 41.00 , 27.52 , 26.63 , 28.22 , 26.14 , 28.22 , 39.92 , 63.46 , 121.93 , 67.05 
Total, 429.88 , 429.30 , 423.49 , 435.17 , 443.37 , 452.42 , 469.91 , 686.71 , 697.10 ," 1,050.36 "
,,,,,,,,,,
Net Block, 40.45 , 81.31 , 85.68 , 31.68 , 25.93 , 20.75 , 22.96 , 28.86 , 33.49 , 30.23 
Capital Work in Progress, 51.39 , 2.90 , -   , 0.70 , 0.03 , 0.88 , 0.22 , -   , 3.40 , 2.27 
Investments, 245.67 , 209.79 , 206.08 , 257.56 , 180.42 , 226.74 , 211.68 , 272.75 , 250.12 , 687.77 
Other Assets, 92.37 , 135.30 , 131.73 , 145.23 , 236.99 , 204.05 , 235.05 , 385.10 , 410.09 , 330.09 
Total, 429.88 , 429.30 , 423.49 , 435.17 , 443.37 , 452.42 , 469.91 , 686.71 , 697.10 ," 1,050.36 "
,,,,,,,,,,
Working Capital, 51.37 , 107.78 , 105.10 , 117.01 , 210.85 , 175.83 , 195.13 , 321.64 , 288.16 , 263.04 
Debtors, 50.57 , 56.04 , 50.59 , 31.55 , 36.40 , 31.52 , 59.02 , 76.17 , 99.71 , 82.98 
Inventory, 0.90 , 1.45 , 1.47 , 6.85 , 3.46 , 6.52 , 5.09 , 11.59 , 92.05 , 68.56 
,,,,,,,,,,
Debtor Days, 62.59 , 133.85 , 122.66 , 89.02 , 94.33 , 87.46 , 102.73 , 108.24 , 89.10 , 72.70 
Inventory Turnover, 327.69 , 105.39 , 102.41 , 18.88 , 40.71 , 20.17 , 41.20 , 22.16 , 4.44 , 6.08 
,,,,,,,,,,
Return on Equity,7%,4%,-1%,3%,3%,2%,3%,6%,5%,2%
Return on Capital Emp,,6%,-1%,3%,4%,4%,4%,9%,1%,6%
,,,,,,,,,,
