D B REALTY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 289.69 , 226.61 , -   , -   , 43.00 , -   , -   , 177.04 , 18.01 , 4.05 , 3.09 , 3.09 , 2.88 
Expenses, 12.83 , 15.69 , 57.93 , 53.26 , 34.07 , 14.81 , 22.12 , 108.01 , 52.30 , 107.01 , 96.18 , 2.02 , 2.88 
Operating Profit, 276.86 , 210.92 , (57.93), (53.26), 8.93 , (14.81), (22.12), 69.03 , (34.29), (102.96), (93.09), 1.07 , -   
Other Income, 0.94 , 58.19 , 361.15 , 126.32 , 9.43 , 18.33 , 40.75 , 68.91 , 131.19 , 39.60 , 30.92 , -   , -   
Depreciation, 2.84 , 5.42 , 6.44 , 7.19 , 3.43 , 4.16 , 5.48 , 5.07 , 5.06 , 3.96 , 1.53 , 1.53 , 1.53 
Interest, 19.31 , 35.65 , 41.08 , 7.21 , 18.08 , 34.31 , 41.13 , 50.12 , 52.85 , 44.29 , 67.40 , 67.40 , 67.40 
Profit before tax, 255.65 , 228.04 , 255.70 , 58.66 , (3.16), (34.94), (27.98), 82.73 , 38.98 , (111.61), (131.10), (67.86), (68.93)
Tax, 0.20 , 0.65 , -   , (4.53), (3.46), 6.17 , (3.55), 29.97 , 35.30 , (24.49), (16.51),0%,0%
Net profit, 255.45 , 227.39 , 255.70 , 63.19 , 0.30 , (41.12), (24.44), 52.76 , 3.68 , (87.12), (114.60), (67.86), (68.93)
EPS, 307.40 , 9.35 , 10.51 , 2.60 , 0.01 , (1.69), (1.00), 2.17 , 0.15 , (3.58), (4.71), (2.79), (2.83)
Price to earning,  , 48.17 , 10.38 , 31.88 ," 5,066.57 ", (39.98), (66.82), 21.54 , 312.07 , (16.41), -   , 166.80 , -   
Price, -   , 450.25 , 109.09 , 82.82 , 62.48 , 67.58 , 67.14 , 46.72 , 47.21 , 58.76 , 14.85 , (465.31), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,95.57%,93.08%,0.00%,0.00%,20.77%,0.00%,0.00%,38.99%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-37.78%,,-37.66%,,-23.70%,-23.70%,-37.78%
,,,,,,OPM,74.60%,32.20%,34.67%,34.67%,0.00%,34.67%,0.00%
,,,,,,Price to Earning, 915.10 ," 1,358.02 ", 166.80 , 166.80 , -   , 166.80 , -   
