KOTHARI PETROCHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 59.19 , 59.19 , 59.19 , 59.19 , 59.19 , 59.19 , 59.19 , 59.19 , 59.19 , 59.19 
Reserves, (6.87), (3.12), 0.53 , 1.40 , 1.44 , 2.46 , 5.41 , 7.51 , 11.65 , 19.44 
Borrowings, -   , 0.41 , 2.05 , 10.32 , 7.90 , 17.81 , 22.73 , 17.94 , 34.13 , 33.58 
Other Liabilities, 9.58 , 12.45 , 18.37 , 22.91 , 28.13 , 31.47 , 31.16 , 25.63 , 27.81 , 31.54 
Total, 61.90 , 68.93 , 80.14 , 93.82 , 96.66 , 110.93 , 118.49 , 110.27 , 132.78 , 143.75 
,,,,,,,,,,
Net Block, 29.93 , 27.39 , 24.62 , 59.99 , 48.44 , 47.01 , 51.87 , 52.60 , 62.68 , 95.20 
Capital Work in Progress, -   , -   , 10.09 , -   , -   , 5.77 , 1.94 , 1.95 , 6.31 , 0.06 
Investments, 1.93 , 5.11 , 5.10 , 1.10 , 3.18 , 10.93 , 11.95 , 6.14 , -   , -   
Other Assets, 30.04 , 36.43 , 40.33 , 32.73 , 45.04 , 47.22 , 52.73 , 49.58 , 63.79 , 48.49 
Total, 61.90 , 68.93 , 80.14 , 93.82 , 96.66 , 110.93 , 118.49 , 110.27 , 132.78 , 143.75 
,,,,,,,,,,
Working Capital, 20.46 , 23.98 , 21.96 , 9.82 , 16.91 , 15.75 , 21.57 , 23.95 , 35.98 , 16.95 
Debtors, 7.76 , 8.24 , 10.63 , 10.74 , 21.42 , 30.88 , 23.86 , 16.37 , 19.71 , 21.62 
Inventory, 4.75 , 4.89 , 8.75 , 7.38 , 10.42 , 6.01 , 9.79 , 9.39 , 10.61 , 10.86 
,,,,,,,,,,
Debtor Days, 22.39 , 26.66 , 26.17 , 24.29 , 32.94 , 33.76 , 31.39 , 28.25 , 32.78 , 40.54 
Inventory Turnover, 26.63 , 23.07 , 16.95 , 21.87 , 22.78 , 55.55 , 28.34 , 22.53 , 20.69 , 17.92 
,,,,,,,,,,
Return on Equity,2%,7%,12%,7%,9%,13%,17%,14%,8%,12%
Return on Capital Emp,,12%,16%,12%,12%,18%,23%,18%,12%,15%
,,,,,,,,,,
