DHUNSERI INVESTMENTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.05 , 0.05 , 5.86 , 5.86 , 5.86 , 5.86 , 5.47 , 6.10 , 6.10 , 6.10 
Reserves, -   , 152.94 , 165.20 , 172.11 , 178.20 , 185.32 , 222.53 , 244.93 , 257.96 , 269.72 
Borrowings, -   , -   , -   , 0.22 , -   , -   , -   , -   , -   , -   
Other Liabilities, 0.01 , 26.83 , 3.46 , 1.83 , 2.21 , 2.28 , 6.19 , 6.49 , 5.04 , 5.43 
Total, 0.06 , 179.82 , 174.52 , 180.02 , 186.27 , 193.46 , 234.19 , 257.52 , 269.10 , 281.25 
,,,,,,,,,,
Net Block, -   , 1.37 , 1.47 , 1.76 , 1.64 , 1.93 , 1.51 , 1.38 , 1.22 , 1.10 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , 178.09 , 160.95 , 175.52 , 182.43 , 190.18 , 221.01 , 243.35 , 255.55 , 265.12 
Other Assets, 0.06 , 0.36 , 12.10 , 2.74 , 2.20 , 1.35 , 11.67 , 12.79 , 12.33 , 15.03 
Total, 0.06 , 179.82 , 174.52 , 180.02 , 186.27 , 193.46 , 234.19 , 257.52 , 269.10 , 281.25 
,,,,,,,,,,
Working Capital, 0.05 , (26.47), 8.64 , 0.91 , (0.01), (0.93), 5.48 , 6.30 , 7.29 , 9.60 
Debtors, -   , -   , -   , 1.80 , 0.08 , -   , -   , -   , -   , 0.72 
Inventory, -   , -   , 0.01 , 0.01 , 0.01 , 0.01 , 6.27 , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , 71.49 , 3.49 , -   , -   , -   , -   , 16.77 
Inventory Turnover, -   , -   ," 1,587.00 ", 919.00 , 836.00 , 977.00 , 5.85 , -   , -   , -   
,,,,,,,,,,
Return on Equity,0%,3%,8%,4%,4%,4%,9%,7%,5%,5%
Return on Capital Emp,,6%,9%,5%,4%,5%,12%,8%,5%,5%
,,,,,,,,,,
