HIMATSINGKA SEIDE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 408.30 , 456.25 , 508.02 , 650.43 , 714.47 , 983.69 , 948.41 ," 1,022.09 "," 1,398.07 "," 1,608.03 "," 1,650.24 "," 1,917.46 "," 1,855.86 "
Expenses, 350.34 , 411.10 , 486.83 , 559.87 , 607.51 , 858.03 , 799.07 , 785.57 ," 1,105.55 "," 1,260.39 "," 1,191.45 "," 1,384.38 "," 1,541.46 "
Operating Profit, 57.96 , 45.15 , 21.19 , 90.56 , 106.96 , 125.66 , 149.34 , 236.52 , 292.52 , 347.64 , 458.79 , 533.08 , 314.40 
Other Income, (8.57), 28.21 , 12.26 , 6.09 , 16.64 , 24.89 , 37.28 , 41.89 , 41.92 , 35.51 , 62.79 , -   , -   
Depreciation, 47.28 , 44.56 , 47.69 , 47.85 , 46.16 , 46.45 , 35.41 , 37.80 , 43.00 , 55.29 , 78.17 , 78.17 , 78.17 
Interest, 38.37 , 26.10 , 28.58 , 31.04 , 36.59 , 47.36 , 45.65 , 60.51 , 64.75 , 72.23 , 103.71 , 103.71 , 103.71 
Profit before tax, (33.30), 8.11 , (42.18), 20.02 , 42.34 , 58.80 , 109.34 , 186.03 , 244.89 , 293.60 , 339.70 , 351.20 , 132.52 
Tax, (0.32), (0.10), -   , -   , -   , (0.04), -   , 46.45 , 68.06 , 87.55 , 118.80 ,35%,35%
Net profit, (32.98), 8.21 , (42.18), 20.02 , 42.34 , 58.84 , 109.34 , 139.58 , 176.84 , 206.05 , 220.90 , 228.38 , 86.18 
EPS, (3.35), 0.83 , (4.28), 2.03 , 4.30 , 5.97 , 11.10 , 14.17 , 17.95 , 20.92 , 22.44 , 23.20 , 8.75 
Price to earning, (8.06), 51.27 , (8.74), 15.44 , 7.59 , 9.92 , 7.46 , 14.42 , 19.25 , 18.38 , 9.23 , 15.32 , 9.23 
Price, 26.98 , 42.74 , 37.41 , 31.39 , 32.64 , 59.25 , 82.77 , 204.29 , 345.68 , 384.41 , 207.10 , 355.33 , 80.79 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,29.96%,0.00%,24.58%,23.26%,25.10%,18.01%,17.63%,13.92%,11.94%,,,
OPM,14.20%,9.90%,4.17%,13.92%,14.97%,12.77%,15.75%,23.14%,20.92%,21.62%,27.80%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.45%,17.89%,17.61%,19.24%,15.02%,19.24%,15.02%
,,,,,,OPM,16.94%,18.42%,19.32%,21.76%,27.80%,27.80%,16.94%
,,,,,,Price to Earning, 17.00 , 12.71 , 13.11 , 15.32 , 9.23 , 15.32 , 9.23 
