JAIN STUDIOS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 10.91 , 6.61 , 11.08 , 12.46 , 17.86 , 24.20 , 23.09 , 10.23 , 8.23 , 3.16 , 0.71 , 1.63 , 2.72 
Expenses, 12.80 , 5.73 , 19.50 , 15.15 , 17.73 , 23.12 , 22.63 , 11.11 , 8.11 , 4.45 , 1.70 , 1.62 , 2.72 
Operating Profit, (1.89), 0.88 , (8.42), (2.69), 0.13 , 1.08 , 0.46 , (0.88), 0.12 , (1.29), (0.99), 0.01 , -   
Other Income, 0.75 , 0.52 , 12.08 , (0.08), 0.53 , 0.97 , 0.12 , 0.11 , 0.31 , 0.06 , 0.15 , -   , -   
Depreciation, 1.06 , 1.18 , 1.00 , 0.97 , 0.96 , 0.97 , 0.92 , 0.89 , 0.85 , 0.78 , 0.76 , 0.76 , 0.76 
Interest, 2.61 , 2.69 , 2.81 , 1.15 , 0.62 , 0.02 , 0.16 , 0.31 , 0.02 , 0.01 , -   , -   , -   
Profit before tax, (4.81), (2.47), (0.15), (4.89), (0.92), 1.06 , (0.48), (1.97), (0.45), (2.03), (1.60), (0.75), (0.76)
Tax, (1.23), (0.69), (0.66), (1.63), 0.43 , 0.56 , 1.42 , (1.12), (0.88), (0.86), (0.86),0%,0%
Net profit, (3.58), (1.78), 0.51 , (3.26), (1.35), 0.51 , (1.90), (0.85), 0.43 , (1.17), (0.76), (0.75), (0.76)
EPS, (2.49), (1.24), 0.35 , (2.27), (0.53), 0.18 , (0.66), (0.30), 0.15 , (0.41), (0.27), (0.26), (0.27)
Price to earning, (3.52), (9.52), 31.50 , (4.19), (9.76), 29.02 , (8.92), (19.31), 36.36 , (8.31), -   , 36.36 , -   
Price, 8.76 , 11.78 , 11.17 , 9.49 , 5.18 , 5.18 , 5.93 , 5.74 , 5.47 , 3.40 , 2.65 , (9.55), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,13.31%,0.00%,0.00%,0.73%,4.46%,1.99%,0.00%,1.46%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-12.86%,-16.41%,-29.28%,-48.47%,-61.60%,-48.47%,-61.60%
,,,,,,OPM,2.09%,1.80%,2.41%,0.56%,0.00%,0.56%,0.00%
,,,,,,Price to Earning, 32.29 , 32.69 , 32.69 , 36.36 , -   , 36.36 , -   
