BHARTIYA INTERNATIONAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.86 , 8.66 , 9.46 , 10.46 , 11.06 , 11.06 , 11.21 , 11.71 , 11.74 , 12.18 
Reserves, 94.09 , 101.15 , 108.23 , 118.30 , 128.23 , 135.59 , 149.36 , 175.97 , 194.29 , 235.74 
Borrowings, 56.01 , 38.50 , 63.09 , 68.35 , 97.83 , 150.84 , 191.94 , 220.47 , 257.70 , 327.61 
Other Liabilities, 40.68 , 28.85 , 35.70 , 40.51 , 49.43 , 51.40 , 66.65 , 87.59 , 101.47 , 120.12 
Total, 198.64 , 177.16 , 216.48 , 237.62 , 286.55 , 348.89 , 419.16 , 495.74 , 565.20 , 695.65 
,,,,,,,,,,
Net Block, 22.97 , 23.52 , 37.80 , 40.37 , 56.02 , 56.09 , 59.72 , 69.05 , 81.81 , 86.91 
Capital Work in Progress, 4.46 , 9.37 , 2.01 , 7.53 , 0.20 , 3.55 , 6.02 , 9.17 , 6.04 , 20.42 
Investments, 70.36 , 71.64 , 71.25 , 69.89 , 69.16 , 60.20 , 61.58 , 60.57 , 71.39 , 71.75 
Other Assets, 100.85 , 72.63 , 105.42 , 119.83 , 161.17 , 229.05 , 291.84 , 356.95 , 405.96 , 516.57 
Total, 198.64 , 177.16 , 216.48 , 237.62 , 286.55 , 348.89 , 419.16 , 495.74 , 565.20 , 695.65 
,,,,,,,,,,
Working Capital, 60.17 , 43.78 , 69.72 , 79.32 , 111.74 , 177.65 , 225.19 , 269.36 , 304.49 , 396.45 
Debtors, 6.79 , 4.01 , 8.27 , 7.02 , 27.36 , 18.44 , 51.57 , 57.39 , 57.62 , 95.90 
Inventory, 51.14 , 32.12 , 55.32 , 74.43 , 90.31 , 148.44 , 177.67 , 236.48 , 264.73 , 327.09 
,,,,,,,,,,
Debtor Days, 17.68 , 8.90 , 18.04 , 12.36 , 40.38 , 21.12 , 44.40 , 47.03 , 44.51 , 67.54 
Inventory Turnover, 2.74 , 5.12 , 3.02 , 2.79 , 2.74 , 2.15 , 2.39 , 1.88 , 1.79 , 1.58 
,,,,,,,,,,
Return on Equity,3%,5%,5%,6%,6%,6%,9%,8%,6%,5%
Return on Capital Emp,,8%,8%,11%,11%,11%,10%,10%,8%,8%
,,,,,,,,,,
