AJANTA PHARMA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 319.25 , 381.81 , 457.15 , 599.18 , 839.20 ," 1,109.92 "," 1,356.20 "," 1,573.60 "," 1,804.33 "," 1,825.35 "," 1,772.62 "," 2,015.36 "," 1,846.00 "
Expenses, 259.54 , 310.40 , 367.57 , 481.04 , 631.92 , 764.39 , 884.65 ," 1,049.57 "," 1,166.02 "," 1,278.53 "," 1,291.41 "," 1,353.36 "," 1,344.87 "
Operating Profit, 59.71 , 71.41 , 89.58 , 118.14 , 207.28 , 345.53 , 471.55 , 524.03 , 638.31 , 546.82 , 481.21 , 662.00 , 501.13 
Other Income, 1.38 , 1.04 , 1.65 , 6.30 , 7.41 , 17.72 , 27.76 , 85.40 , 63.06 , 73.00 , 102.15 , -   , -   
Depreciation, 13.15 , 19.76 , 23.79 , 30.68 , 32.70 , 41.97 , 49.42 , 42.68 , 59.48 , 57.14 , 69.90 , 69.90 , 69.90 
Interest, 22.03 , 19.07 , 15.86 , 14.01 , 18.48 , 8.22 , 5.01 , 4.19 , 1.24 , 0.24 , 0.41 , 0.41 , 0.41 
Profit before tax, 25.94 , 33.66 , 51.58 , 79.75 , 163.51 , 313.06 , 444.88 , 562.56 , 640.65 , 562.44 , 513.05 , 591.69 , 430.82 
Tax, 4.56 , 5.12 , 5.13 , 13.26 , 62.39 , 92.20 , 138.51 , 140.61 , 140.84 , 134.92 , 121.29 ,24%,24%
Net profit, 21.38 , 28.54 , 46.45 , 66.49 , 101.12 , 220.86 , 306.37 , 421.95 , 499.81 , 427.52 , 391.76 , 451.81 , 328.97 
EPS, 3.01 , 4.02 , 6.54 , 9.36 , 14.24 , 24.96 , 34.54 , 47.53 , 56.30 , 48.15 , 44.90 , 51.78 , 37.70 
Price to earning, 2.57 , 6.49 , 4.58 , 7.58 , 13.38 , 15.88 , 38.83 , 30.86 , 30.49 , 28.62 , 23.42 , 28.35 , 18.43 
Price, 7.72 , 26.09 , 29.97 , 70.97 , 190.43 , 396.23 ," 1,341.11 "," 1,466.85 "," 1,716.67 "," 1,378.24 "," 1,051.60 "," 1,467.89 ", 694.75 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,13.80%,14.47%,12.70%,13.31%,14.59%,16.00%,17.31%,16.77%,23.00%,0.00%,,,
OPM,18.70%,18.70%,19.60%,19.72%,24.70%,31.13%,34.77%,33.30%,35.38%,29.96%,27.15%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,21.38%,21.87%,16.81%,10.41%,1.16%,10.41%,1.16%
,,,,,,OPM,29.93%,31.31%,32.94%,32.85%,27.15%,32.85%,27.15%
,,,,,,Price to Earning, 18.43 , 23.63 , 28.02 , 28.35 , 23.42 , 28.35 , 18.43 
