GOLDIAM INTERNATIONAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 25.55 , 24.95 , 24.95 , 24.95 , 24.95 , 24.95 , 24.95 , 24.95 , 24.95 , 24.95 
Reserves, 129.42 , 129.91 , 133.34 , 137.52 , 141.65 , 148.14 , 154.89 , 162.75 , 194.98 , 209.49 
Borrowings, -   , -   , 8.48 , 20.75 , 52.95 , 28.93 , 44.18 , 21.99 , 13.96 , 10.56 
Other Liabilities, 20.23 , 15.84 , 13.75 , 24.36 , 30.19 , 40.98 , 35.89 , 33.54 , 21.06 , 23.06 
Total, 175.20 , 170.70 , 180.52 , 207.58 , 249.74 , 243.00 , 259.91 , 243.23 , 254.95 , 268.06 
,,,,,,,,,,
Net Block, 10.02 , 9.26 , 9.49 , 9.43 , 19.55 , 19.36 , 16.53 , 16.29 , 15.85 , 16.48 
Capital Work in Progress, -   , -   , -   , -   , 0.15 , 0.33 , 1.50 , 1.64 , 1.83 , -   
Investments, 61.76 , 89.84 , 86.23 , 94.40 , 107.86 , 98.38 , 106.59 , 108.41 , 142.40 , 124.54 
Other Assets, 103.42 , 71.60 , 84.80 , 103.75 , 122.18 , 124.93 , 135.29 , 116.89 , 94.87 , 127.04 
Total, 175.20 , 170.70 , 180.52 , 207.58 , 249.74 , 243.00 , 259.91 , 243.23 , 254.95 , 268.06 
,,,,,,,,,,
Working Capital, 83.19 , 55.76 , 71.05 , 79.39 , 91.99 , 83.95 , 99.40 , 83.35 , 73.81 , 103.98 
Debtors, 31.38 , 25.85 , 42.95 , 55.67 , 69.76 , 77.36 , 80.96 , 53.23 , 54.09 , 62.31 
Inventory, 33.17 , 28.21 , 31.69 , 27.88 , 33.65 , 35.78 , 36.97 , 28.60 , 22.68 , 19.03 
,,,,,,,,,,
Debtor Days, 204.75 , 158.98 , 191.93 , 223.27 , 264.08 , 228.93 , 251.49 , 149.70 , 148.67 , 194.04 
Inventory Turnover, 1.69 , 2.10 , 2.58 , 3.26 , 2.87 , 3.45 , 3.18 , 4.54 , 5.86 , 6.16 
,,,,,,,,,,
Return on Equity,-9%,3%,4%,5%,5%,6%,6%,8%,4%,4%
Return on Capital Emp,,3%,5%,7%,7%,7%,7%,9%,6%,6%
,,,,,,,,,,
