ANTARCTICA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.80 , 14.80 , 14.80 , 14.80 , 15.50 , 15.50 , 15.50 , 15.50 , 15.50 , 15.50 
Reserves, (3.78), (3.46), 0.57 , 0.68 , 0.86 , 1.07 , 0.84 , 1.01 , 1.08 , 1.29 
Borrowings, 3.96 , 3.56 , 3.56 , 1.70 , 1.26 , 1.33 , 1.30 , 1.71 , 1.69 , 2.31 
Other Liabilities, 1.05 , 0.87 , 0.67 , 0.87 , 0.89 , 0.76 , 0.72 , 0.74 , 0.76 , 0.83 
Total, 16.03 , 15.77 , 19.60 , 18.05 , 18.51 , 18.66 , 18.36 , 18.96 , 19.03 , 19.93 
,,,,,,,,,,
Net Block, 4.75 , 4.94 , 11.28 , 11.05 , 10.91 , 10.74 , 10.25 , 10.15 , 10.01 , 9.95 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 11.28 , 10.83 , 8.32 , 7.00 , 7.60 , 7.92 , 8.11 , 8.81 , 9.02 , 9.98 
Total, 16.03 , 15.77 , 19.60 , 18.05 , 18.51 , 18.66 , 18.36 , 18.96 , 19.03 , 19.93 
,,,,,,,,,,
Working Capital, 10.23 , 9.96 , 7.65 , 6.13 , 6.71 , 7.16 , 7.39 , 8.07 , 8.26 , 9.15 
Debtors, 4.50 , 4.58 , 4.80 , 3.70 , 4.31 , 4.26 , 3.81 , 4.33 , 4.45 , 5.03 
Inventory, 2.36 , 2.39 , 2.67 , 2.51 , 2.39 , 2.78 , 3.12 , 3.38 , 3.45 , 3.88 
,,,,,,,,,,
Debtor Days, 369.93 , 445.79 , 500.57 , 345.40 , 438.20 , 481.39 , 567.61 , 546.87 , 694.12 , 812.37 
Inventory Turnover, 1.88 , 1.57 , 1.31 , 1.56 , 1.50 , 1.16 , 0.79 , 0.86 , 0.68 , 0.58 
,,,,,,,,,,
Return on Equity,3%,3%,0%,1%,1%,1%,-1%,1%,0%,1%
Return on Capital Emp,,3%,0%,1%,1%,1%,-1%,1%,0%,1%
,,,,,,,,,,
