H T MEDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 46.85 , 47.00 , 47.00 , 47.00 , 47.00 , 46.08 , 46.10 , 46.10 , 46.10 , 46.11 
Reserves, 854.61 , 961.86 ," 1,121.96 "," 1,263.18 "," 1,263.15 "," 1,362.48 "," 1,455.37 "," 1,557.57 "," 1,652.25 "," 1,853.28 "
Borrowings, 369.87 , 267.09 , 279.89 , 308.77 , 380.96 , 449.87 , 270.66 , 916.78 ," 1,008.88 "," 1,083.36 "
Other Liabilities, 583.45 , 530.20 , 531.62 , 500.38 , 555.67 , 662.88 , 772.11 , 743.63 , 792.35 , 756.37 
Total," 1,854.78 "," 1,806.15 "," 1,980.47 "," 2,119.33 "," 2,246.78 "," 2,521.31 "," 2,544.24 "," 3,264.08 "," 3,499.58 "," 3,739.12 "
,,,,,,,,,,
Net Block, 559.42 , 563.68 , 525.27 , 485.36 , 448.46 , 560.34 , 499.10 , 767.43 ," 1,197.69 "," 1,213.09 "
Capital Work in Progress, 177.94 , 19.53 , 8.90 , 11.04 , 109.40 , 22.53 , 36.98 , 33.27 , 33.12 , 30.39 
Investments, 405.59 , 630.71 , 808.19 , 929.28 , 872.81 ," 1,078.67 "," 1,055.41 "," 1,652.30 "," 1,654.36 "," 1,733.11 "
Other Assets, 711.83 , 592.23 , 638.11 , 693.65 , 816.11 , 859.77 , 952.75 , 811.08 , 614.41 , 762.53 
Total," 1,854.78 "," 1,806.15 "," 1,980.47 "," 2,119.33 "," 2,246.78 "," 2,521.31 "," 2,544.24 "," 3,264.08 "," 3,499.58 "," 3,739.12 "
,,,,,,,,,,
Working Capital, 128.38 , 62.03 , 106.49 , 193.27 , 260.44 , 196.89 , 180.64 , 67.45 , (177.94), 6.16 
Debtors, 234.96 , 185.10 , 178.56 , 194.36 , 194.61 , 189.93 , 196.52 , 241.57 , 177.05 , 219.07 
Inventory, 174.49 , 94.38 , 101.27 , 121.28 , 104.64 , 192.73 , 108.86 , 113.99 , 107.91 , 77.16 
,,,,,,,,,,
Debtor Days, 64.82 , 53.49 , 53.36 , 53.78 , 52.81 , 48.50 , 49.65 , 58.83 , 45.13 , 57.58 
Inventory Turnover, 7.58 , 13.38 , 12.06 , 10.88 , 12.85 , 7.42 , 13.27 , 13.15 , 13.27 , 18.00 
,,,,,,,,,,
Return on Equity,9%,12%,15%,12%,2%,11%,8%,6%,4%,11%
Return on Capital Emp,,16%,20%,16%,3%,14%,9%,10%,5%,11%
,,,,,,,,,,
