BHAGERIA INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 52.16 , 54.40 , 61.62 , 62.84 , 129.05 , 368.78 , 412.40 , 238.45 , 347.15 , 366.85 , 451.24 , 451.24 , 349.58 
Expenses, 54.50 , 53.45 , 57.74 , 61.53 , 125.55 , 345.10 , 356.68 , 211.96 , 284.74 , 287.05 , 333.96 , 333.96 , 306.55 
Operating Profit, (2.34), 0.95 , 3.88 , 1.31 , 3.50 , 23.68 , 55.72 , 26.49 , 62.41 , 79.80 , 117.28 , 117.28 , 43.03 
Other Income, 3.01 , 2.89 , 0.16 , 0.27 , 0.44 , 1.20 , 2.65 , 1.94 , 10.08 , 11.54 , 12.35 , -   , -   
Depreciation, 0.84 , 0.73 , 0.68 , 0.80 , 0.73 , 0.85 , 1.48 , 3.39 , 6.04 , 22.88 , 20.26 , 20.26 , 20.26 
Interest, 1.54 , 1.52 , 0.96 , 1.45 , 1.46 , 1.41 , 2.13 , 1.30 , 1.56 , 6.05 , 4.98 , 4.98 , 4.98 
Profit before tax, (1.71), 1.59 , 2.40 , (0.67), 1.76 , 22.63 , 54.75 , 23.75 , 64.88 , 62.41 , 104.39 , 92.04 , 17.79 
Tax, (0.47), 0.44 , 1.50 , (0.20), 0.51 , 7.22 , 18.15 , 8.42 , 21.42 , 22.06 , 32.58 ,31%,31%
Net profit, (1.24), 1.15 , 0.90 , (0.47), 1.26 , 15.40 , 36.61 , 15.33 , 43.46 , 40.34 , 71.81 , 63.31 , 12.24 
EPS, (1.79), 1.66 , 1.30 , (0.30), 0.79 , 9.67 , 22.99 , 9.63 , 27.37 , 25.40 , 32.91 , 29.01 , 5.61 
Price to earning, (4.37), 7.66 , 11.19 , (43.60), 12.17 , 1.73 , 3.56 , 8.34 , 11.91 , 12.46 , 8.55 , 10.31 , 7.76 
Price, 7.82 , 12.72 , 14.55 , 12.87 , 9.63 , 16.69 , 81.92 , 80.25 , 326.05 , 316.47 , 281.30 , 299.25 , 43.52 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,36.52%,46.67%,0.00%,50.79%,18.12%,10.87%,25.96%,18.27%,21.64%,,,
OPM,0.00%,1.75%,6.30%,2.08%,2.71%,6.42%,13.51%,11.11%,17.98%,21.75%,25.99%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,24.20%,29.03%,23.24%,-3.83%,23.00%,23.00%,-3.83%
,,,,,,OPM,12.31%,13.13%,14.31%,17.71%,25.99%,25.99%,12.31%
,,,,,,Price to Earning, 8.62 , 8.39 , 7.76 , 10.31 , 8.55 , 10.31 , 7.76 
