AMJ LAND HOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.20 , 8.20 , 8.20 , 8.20 , 8.20 , 8.20 , 8.20 , 8.20 , 8.20 , 8.20 
Reserves, 106.30 , 113.52 , 103.70 , 113.67 , 127.28 , 154.70 , 173.13 , 77.30 , 85.01 , 88.27 
Borrowings, 52.07 , 68.23 , 44.74 , 99.09 , 99.95 , 89.20 , 107.23 , 8.66 , 10.41 , 7.93 
Other Liabilities, 56.28 , 63.50 , 77.23 , 89.62 , 66.78 , 94.26 , 82.80 , 12.81 , 24.01 , 18.02 
Total, 222.85 , 253.45 , 233.87 , 310.58 , 302.21 , 346.36 , 371.36 , 106.97 , 127.63 , 122.42 
,,,,,,,,,,
Net Block, 118.79 , 110.63 , 88.70 , 104.58 , 110.18 , 105.06 , 108.21 , 33.05 , 35.24 , 33.79 
Capital Work in Progress, 1.20 , 0.19 , 6.59 , 59.34 , 57.26 , 57.84 , 64.69 , 0.46 , 1.31 , 1.59 
Investments, 2.43 , 12.43 , 9.95 , 3.45 , 8.47 , 8.71 , 3.96 , 3.96 , 9.20 , 19.31 
Other Assets, 100.43 , 130.20 , 128.63 , 143.21 , 126.30 , 174.75 , 194.50 , 69.50 , 81.88 , 67.73 
Total, 222.85 , 253.45 , 233.87 , 310.58 , 302.21 , 346.36 , 371.36 , 106.97 , 127.63 , 122.42 
,,,,,,,,,,
Working Capital, 44.15 , 66.70 , 51.40 , 53.59 , 59.52 , 80.49 , 111.70 , 56.69 , 57.87 , 49.71 
Debtors, 26.91 , 30.79 , 31.24 , 20.24 , 23.06 , 21.19 , 32.23 , 0.22 , 1.88 , 6.51 
Inventory, 32.19 , 31.65 , 32.82 , 59.73 , 27.28 , 63.21 , 56.13 , 17.47 , 33.30 , 27.41 
,,,,,,,,,,
Debtor Days, 44.59 , 51.55 , 50.51 , 32.82 , 40.26 , 32.04 , 40.36 , 6.49 , 36.48 , 86.75 
Inventory Turnover, 6.84 , 6.89 , 6.88 , 3.77 , 7.66 , 3.82 , 5.19 , 0.71 , 0.56 , 1.00 
,,,,,,,,,,
Return on Equity,4%,8%,7%,9%,12%,9%,11%,9%,7%,4%
Return on Capital Emp,,9%,8%,10%,11%,10%,12%,5%,7%,5%
,,,,,,,,,,
