JAY BHARAT MARUTI LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 691.73 , 803.21 ," 1,060.56 "," 1,068.31 "," 1,180.23 "," 1,211.58 "," 1,294.13 "," 1,301.92 "," 1,526.63 "," 1,730.41 "," 1,994.00 "," 1,994.00 "," 1,874.86 "
Expenses, 634.32 , 722.18 , 960.06 , 982.08 ," 1,086.60 "," 1,106.84 "," 1,188.76 "," 1,184.83 "," 1,393.52 "," 1,574.76 "," 1,819.46 "," 1,816.49 "," 1,714.65 "
Operating Profit, 57.41 , 81.03 , 100.50 , 86.23 , 93.63 , 104.74 , 105.37 , 117.09 , 133.11 , 155.65 , 174.54 , 177.51 , 160.21 
Other Income, 2.84 , 2.14 , 5.57 , 2.23 , 3.42 , (10.31), 7.40 , 3.78 , 1.42 , 3.61 , 2.97 , -   , -   
Depreciation, 34.36 , 38.08 , 35.09 , 38.02 , 45.54 , 45.54 , 38.20 , 39.02 , 41.43 , 49.10 , 61.49 , 61.49 , 61.49 
Interest, 9.65 , 12.27 , 14.34 , 21.51 , 19.50 , 21.58 , 21.33 , 22.14 , 18.30 , 20.12 , 34.33 , 34.33 , 34.33 
Profit before tax, 16.24 , 32.82 , 56.64 , 28.93 , 32.01 , 27.30 , 53.25 , 59.71 , 74.79 , 90.04 , 81.69 , 81.69 , 64.39 
Tax, 5.88 , 11.81 , 18.34 , 9.30 , 10.48 , 10.79 , 13.27 , 19.90 , 21.02 , 31.14 , 29.51 ,36%,36%
Net profit, 10.36 , 21.01 , 38.30 , 19.63 , 21.53 , 16.52 , 39.98 , 39.81 , 53.77 , 58.89 , 52.17 , 52.18 , 41.13 
EPS, 4.79 , 9.70 , 17.69 , 9.07 , 9.94 , 7.63 , 18.47 , 18.39 , 24.84 , 27.20 , 24.09 , 24.09 , 18.99 
Price to earning, 5.83 , 7.96 , 5.07 , 6.77 , 4.87 , 8.18 , 7.98 , 7.77 , 19.67 , 17.77 , 10.50 , 13.93 , 9.31 
Price, 27.91 , 77.22 , 89.70 , 61.36 , 48.43 , 62.39 , 147.45 , 142.87 , 488.55 , 483.38 , 253.00 , 335.56 , 176.72 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,20.95%,15.47%,11.31%,16.56%,15.10%,16.40%,10.83%,10.88%,10.08%,9.20%,,,
OPM,8.30%,10.09%,9.48%,8.07%,7.93%,8.64%,8.14%,8.99%,8.72%,8.99%,8.75%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.73%,7.24%,7.95%,10.17%,15.23%,15.23%,7.24%
,,,,,,OPM,8.72%,8.55%,8.72%,8.90%,8.75%,8.90%,8.55%
,,,,,,Price to Earning, 9.31 , 10.44 , 11.98 , 13.93 , 10.50 , 13.93 , 9.31 
