IVP LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 64.38 , 77.10 , 129.88 , 153.79 , 150.58 , 145.94 , 163.44 , 154.69 , 161.30 , 269.89 , 331.56 , 451.58 , 306.41 
Expenses, 62.95 , 71.81 , 122.62 , 145.24 , 145.06 , 141.86 , 152.64 , 140.08 , 144.07 , 249.11 , 316.64 , 411.03 , 292.62 
Operating Profit, 1.43 , 5.29 , 7.26 , 8.55 , 5.52 , 4.08 , 10.80 , 14.61 , 17.23 , 20.78 , 14.92 , 40.56 , 13.79 
Other Income, 1.11 , (6.73), (2.87), 0.79 , 1.27 , 1.56 , 1.41 , 5.13 , 1.17 , 1.34 , 0.97 , -   , -   
Depreciation, 1.03 , 1.03 , 0.44 , 1.14 , 1.15 , 1.25 , 1.23 , 1.24 , 1.37 , 2.60 , 2.68 , 2.68 , 2.68 
Interest, 0.03 , 0.01 , 0.35 , 0.43 , 0.44 , 0.26 , 0.53 , 0.46 , 0.23 , 3.29 , 7.19 , 7.19 , 7.19 
Profit before tax, 1.48 , (2.48), 3.60 , 7.77 , 5.21 , 4.18 , 10.46 , 18.02 , 17.02 , 16.41 , 6.02 , 30.69 , 3.92 
Tax, 0.26 , (0.86), 0.42 , 1.73 , 1.52 , 1.71 , 3.53 , 7.61 , 6.21 , 6.02 , 2.29 ,38%,38%
Net profit, 1.22 , (1.62), 3.18 , 6.04 , 3.69 , 2.46 , 6.93 , 10.42 , 10.81 , 10.39 , 3.73 , 19.01 , 2.43 
EPS, 1.18 , (1.57), 3.08 , 5.85 , 3.57 , 2.38 , 6.71 , 10.09 , 10.47 , 10.06 , 3.61 , 18.41 , 2.35 
Price to earning, 15.03 , (23.74), 16.04 , 7.21 , 10.15 , 15.47 , 7.52 , 9.00 , 16.15 , 20.19 , 28.11 , 28.11 , 14.23 
Price, 17.76 , 37.25 , 49.41 , 42.16 , 36.28 , 36.86 , 50.47 , 90.81 , 169.11 , 203.13 , 101.50 , 517.42 , 33.43 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,84.43%,0.00%,48.74%,25.66%,42.01%,41.87%,29.87%,19.87%,19.15%,19.92%,,,
OPM,2.22%,6.86%,5.59%,5.56%,3.67%,2.80%,6.61%,9.44%,10.68%,7.70%,4.50%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,17.26%,11.01%,12.38%,18.20%,67.32%,67.32%,11.01%
,,,,,,OPM,6.50%,6.80%,7.54%,8.98%,4.50%,8.98%,4.50%
,,,,,,Price to Earning, 14.49 , 14.23 , 16.07 , 18.36 , 28.11 , 28.11 , 14.23 
