GUJARAT STATE FERTILIZERS & CHEMICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 5,880.86 "," 4,014.38 "," 4,750.53 "," 5,294.64 "," 6,236.31 "," 5,386.02 "," 5,311.14 "," 6,108.34 "," 5,264.53 "," 6,270.57 "," 8,574.54 "," 8,574.54 "," 6,279.97 "
Expenses," 5,022.65 "," 3,557.01 "," 3,573.03 "," 4,159.52 "," 5,436.81 "," 4,820.36 "," 4,720.34 "," 5,452.57 "," 4,777.91 "," 5,703.58 "," 7,827.16 "," 7,743.80 "," 5,732.59 "
Operating Profit, 858.21 , 457.37 ," 1,177.50 "," 1,135.12 ", 799.50 , 565.66 , 590.80 , 655.77 , 486.62 , 566.99 , 747.38 , 830.74 , 547.38 
Other Income, 72.07 , 109.95 , 101.10 , 127.51 , 136.53 , 120.22 , 101.78 , 65.49 , 56.61 , 94.28 , 104.90 , -   , -   
Depreciation, 143.04 , 140.85 , 146.40 , 129.20 , 132.04 , 145.31 , 100.66 , 97.44 , 103.43 , 119.12 , 125.60 , 125.60 , 125.60 
Interest, 47.34 , 37.46 , 19.86 , 20.08 , 36.25 , 45.14 , 18.01 , 31.31 , 64.93 , 51.35 , 61.26 , 61.26 , 61.26 
Profit before tax, 739.90 , 389.01 ," 1,112.34 "," 1,113.35 ", 767.73 , 495.42 , 573.91 , 592.53 , 374.88 , 490.79 , 665.42 , 643.88 , 360.52 
Tax, 240.54 , 134.54 , 362.97 , 355.78 , 249.62 , 153.25 , 173.40 , 183.18 , (44.62), 15.06 , 171.73 ,26%,26%
Net profit, 499.36 , 254.47 , 749.37 , 757.57 , 518.10 , 342.17 , 400.51 , 409.35 , 419.50 , 475.73 , 493.69 , 477.71 , 267.48 
EPS, 12.51 , 6.38 , 18.78 , 18.98 , 12.98 , 8.57 , 10.03 , 10.26 , 10.51 , 11.92 , 12.39 , 11.99 , 6.71 
Price to earning, 1.72 , 7.72 , 3.92 , 4.59 , 4.40 , 6.57 , 8.19 , 7.01 , 11.55 , 10.68 , 8.44 , 9.42 , 6.80 
Price, 21.51 , 49.24 , 73.68 , 87.05 , 57.09 , 56.34 , 82.16 , 71.94 , 121.38 , 127.34 , 104.55 , 112.94 , 45.64 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,7.18%,14.10%,7.44%,7.89%,15.38%,23.29%,21.89%,21.42%,20.90%,18.43%,,,
OPM,14.59%,11.39%,24.79%,21.44%,12.82%,10.50%,11.12%,10.74%,9.24%,9.04%,8.72%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.72%,4.05%,0.11%,5.69%,36.74%,36.74%,0.11%
,,,,,,OPM,13.38%,12.04%,10.11%,9.69%,8.72%,9.69%,8.72%
,,,,,,Price to Earning, 6.80 , 7.68 , 8.74 , 9.42 , 8.44 , 9.42 , 6.80 
