IND-SWIFT LABORATORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 97.84 , 43.72 , 12.56 , 76.42 , (46.12), -   , 99.92 , 80.44 , 92.67 , 71.46 
Cash from Investing Activity, (98.91), (192.30), (231.34), (203.70), (48.20), -   , (36.64), (29.56), (30.99), (17.25)
Cash from Financing Activity, 12.19 , 179.30 , 213.60 , 125.09 , 65.84 , -   , (63.72), (47.92), (68.90), (61.98)
Net Cash Flow, 11.12 , 30.72 , (5.18), (2.19), (28.48), -   , (0.44), 2.95 , (7.22), (7.78)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
