JULLUNDUR MOTOR AGENCY (DELHI) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 201.71 , 243.19 , 277.21 , 323.89 , 347.16 , 372.85 , 381.44 , 384.94 , 379.56 , 321.00 , 323.71 , 323.71 , 302.91 
Expenses, 191.05 , 226.50 , 258.54 , 303.17 , 327.77 , 353.19 , 363.58 , 368.83 , 362.12 , 305.91 , 306.05 , 306.05 , 289.34 
Operating Profit, 10.66 , 16.69 , 18.67 , 20.72 , 19.39 , 19.66 , 17.86 , 16.11 , 17.44 , 15.09 , 17.66 , 17.66 , 13.57 
Other Income, 0.44 , 1.33 , 1.44 , 1.98 , 2.91 , 2.47 , 5.07 , 3.68 , 3.71 , 4.44 , 5.13 , -   , -   
Depreciation, 0.43 , 0.41 , 0.41 , 0.48 , 0.64 , 0.83 , 0.98 , 0.88 , 1.04 , 1.05 , 1.01 , 1.01 , 1.01 
Interest, 0.75 , 0.81 , 0.76 , 0.82 , 0.86 , 0.86 , 0.70 , -   , 0.01 , 0.09 , 0.12 , 0.12 , 0.12 
Profit before tax, 10.03 , 16.95 , 19.05 , 21.47 , 20.90 , 20.47 , 21.23 , 18.91 , 20.09 , 18.40 , 21.66 , 16.53 , 12.44 
Tax, 3.50 , 5.48 , 6.03 , 6.67 , 6.36 , 6.64 , 6.68 , 6.44 , 7.02 , 6.42 , 8.25 ,38%,38%
Net profit, 6.53 , 11.47 , 13.02 , 14.80 , 14.54 , 13.84 , 14.55 , 12.48 , 13.07 , 11.99 , 13.39 , 10.23 , 7.70 
EPS, 4.38 , 7.69 , 8.73 , 9.93 , 9.75 , 4.64 , 4.88 , 4.19 , 4.38 , 4.02 , 4.49 , 3.43 , 2.58 
Price to earning,  ,  ,  ,  ,  ,  , 7.82 , 8.74 , 9.85 , 11.98 , 7.24 , 9.45 , 7.24 
Price, -   , -   , -   , -   , -   , -   , 38.16 , 36.56 , 43.18 , 48.16 , 32.50 , 32.44 , 18.70 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,13.63%,10.37%,13.75%,12.09%,12.31%,17.20%,16.36%,19.07%,18.21%,19.85%,,,
OPM,5.28%,6.86%,6.73%,6.40%,5.59%,5.27%,4.68%,4.19%,4.59%,4.70%,5.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.30%,2.12%,-1.55%,-5.59%,0.84%,0.84%,-5.59%
,,,,,,OPM,5.33%,5.03%,4.68%,4.48%,5.46%,5.46%,4.48%
,,,,,,Price to Earning, 9.12 , 9.12 , 9.12 , 9.45 , 7.24 , 9.45 , 7.24 
